player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
M. Bomholt,ejixz16616b7krftxyzv9yiac,36g6ifzjliec1jqnbtf7yesme,AaB,7,1,Midfielder,Centre/Right,NaN,43,2,7,2,17,4,2,26,55,23,90,18,7,8,33,19,24,2,1,2,3,NaN,NaN,NaN,3,2,1,NaN,1,NaN,1,NaN,NaN,NaN,1,1,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,4,NaN,1,18,1,4,NaN
O. Ross,5lz41celw55rz3zh8pohclw5w,36g6ifzjliec1jqnbtf7yesme,AaB,5,NaN,Striker,Left/Centre,NaN,23,3,2,8,6,1,2,18,30,7,81,9,2,4,27,13,20,1,NaN,3,2,1,1,1,3,4,2,NaN,1,NaN,2,NaN,NaN,NaN,1,1,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,3,NaN,3,18,NaN,3,1
N. Helenius,rv6r0bwbl75er38wklyfpsr9,36g6ifzjliec1jqnbtf7yesme,AaB,1,1,Striker,Centre,NaN,11,NaN,9,3,2,NaN,NaN,10,18,4,65,5,3,NaN,15,6,11,NaN,8,NaN,NaN,NaN,NaN,NaN,4,7,6,1,NaN,NaN,NaN,NaN,5,4,1,1,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,8,2,3,NaN
K. John,5vrsflxiv2dgfa8199a2qxsve,36g6ifzjliec1jqnbtf7yesme,AaB,2,NaN,Striker,Centre/Right,NaN,12,1,4,4,3,NaN,1,10,18,4,88,3,4,5,16,9,13,2,1,2,4,NaN,2,NaN,4,9,3,NaN,1,1,1,NaN,2,2,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,3,1,2,10,NaN,3,NaN
M. Bonde,e7wytawxwiszq1aass5ujio7o,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Midfielder,9,NaN,1,NaN,7,NaN,NaN,2,9,7,2,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,1,NaN
A. Diagne,ezi8426ran0bffeyfvloc2ihg,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B. Pedersen,3tka46re2gsi9uw7pbxx5m0pg,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,36g6ifzjliec1jqnbtf7yesme,AaB,1,NaN,Substitute,NaN,Midfielder,24,1,2,2,15,1,1,10,28,17,45,12,5,3,14,4,5,2,NaN,2,2,1,3,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,5,1,3,7,NaN,2,NaN
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,36g6ifzjliec1jqnbtf7yesme,AaB,2,1,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,1,NaN,1,NaN
V. Møller,5521epytthhw9afm2r3jn3384,36g6ifzjliec1jqnbtf7yesme,AaB,2,NaN,Substitute,NaN,Midfielder,4,NaN,NaN,NaN,NaN,1,NaN,4,8,NaN,25,5,1,4,8,4,4,NaN,NaN,1,3,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,1,NaN,NaN,5,NaN,1,1
M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B. Skovgaard,cimgdip8em45rbnjq5fwlrx90,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Attacker,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,2,1,1,NaN
C. Tcacenco,2s4umgp3yqnb2hubfoaxhwr2s,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Ravn,4qz1pnlx3d0m5wkhpocl0euj8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Goalkeeper,Centre,NaN,20,1,1,NaN,21,6,1,2,26,23,90,15,1,14,8,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,13,NaN,NaN,8,NaN,16,NaN
N. Clausen,6dzg820946z4848whaa6ny2nd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Defender,Left,NaN,19,NaN,1,11,9,1,NaN,12,26,10,90,14,8,2,26,6,10,NaN,NaN,1,1,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,5,NaN,8,22,NaN,16,NaN
D. Stenderup,a30gduuv9d1s4pkthgu2jhyol,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Defender,Left/Centre,NaN,38,1,4,NaN,39,1,NaN,8,43,43,90,18,4,3,9,3,4,NaN,2,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,4,NaN,NaN,6,NaN,16,NaN
N. Jungvig,3pk6hii2s8tbv2zux8mvbapec,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,7,6,Defender,Centre/Right,NaN,33,NaN,1,NaN,27,2,NaN,7,41,29,90,17,3,2,13,1,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,7,NaN,NaN,9,NaN,16,NaN
A. Iljazovski,bfvdr7ckiersz26ya2kq9f1g4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,1,Defender,Right,NaN,34,3,10,3,22,4,2,13,49,27,90,26,6,6,27,8,13,NaN,NaN,NaN,1,1,4,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,6,1,4,23,NaN,16,NaN
O. Kjærgaard,cl4xl80n4gew1ox03r3ooshrd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,8,2,Midfielder,Left,NaN,12,1,3,5,1,NaN,NaN,12,21,4,75,7,2,5,21,7,11,NaN,1,NaN,4,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,1,NaN,3,16,NaN,13,NaN
A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,NaN,Midfielder,Left/Centre,NaN,21,NaN,4,4,7,NaN,NaN,18,26,7,74,12,6,1,24,12,17,2,1,2,NaN,NaN,2,NaN,1,1,NaN,NaN,1,1,NaN,NaN,1,1,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,1,1,2,8,NaN,13,NaN
F. Krogstad,dm6xpphbyyooqriwaambi7njd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Midfielder,Centre/Right,NaN,41,NaN,7,1,19,5,NaN,23,50,22,90,21,8,9,30,13,17,NaN,NaN,NaN,2,2,1,2,1,NaN,NaN,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,4,NaN,1,14,NaN,16,NaN
M. Elvius,6c2isptqoy4cq5c8rlr9s1roq,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,1,Midfielder,Right,NaN,10,NaN,1,2,4,NaN,NaN,6,14,4,61,4,NaN,NaN,10,4,8,NaN,1,NaN,NaN,1,NaN,1,2,2,1,NaN,NaN,NaN,NaN,NaN,4,4,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,7,NaN,10,NaN
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,6,5,Striker,Left/Centre,NaN,11,2,8,1,3,NaN,1,11,19,4,90,5,2,2,18,7,12,1,6,1,2,2,NaN,2,2,4,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,13,NaN,16,NaN
S. Koch,8viazilbghyogmhd7w3lg2six,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,2,Striker,Centre/Right,NaN,8,2,4,1,NaN,NaN,NaN,8,10,NaN,61,2,1,3,11,7,9,2,NaN,2,2,NaN,1,NaN,1,3,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,1,7,NaN,10,NaN
E. Aby,907vtkod58b7986k7u1619gr8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,NaN,Substitute,NaN,Attacker,7,NaN,2,1,1,NaN,NaN,6,9,2,29,3,1,NaN,7,4,5,1,2,1,NaN,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,1,NaN,NaN,2,NaN,6,NaN
J. Adjei-Broni,1cumsropo1r0msfzxxteml1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,7,1,Substitute,NaN,Attacker,8,1,1,2,2,2,NaN,7,9,2,29,2,NaN,2,8,4,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,1,5,NaN,6,NaN
Z. Aliji,aajgld24isoem1ycoysyxxp1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,1,NaN,NaN,NaN,2,7,1,15,1,1,1,6,1,5,1,NaN,1,1,NaN,NaN,NaN,1,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,1,NaN,NaN,6,NaN,3,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Coşkun,db671oj1jx2uknf12t8b3s7x0,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Fredslund,45dqseup0cmujyl4nprr29y0a,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F. Holst,8j4dopnj90j99t46el27ettjp,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,NaN,Substitute,NaN,Midfielder,4,NaN,2,1,3,NaN,NaN,2,6,3,16,2,2,1,4,NaN,2,1,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,2,NaN,NaN,2,NaN,3,NaN
M. Kiilerich,630daj1ef34rczbhng0eoncvd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Spelmann,615e0bjcd0tyge047sy43y5sl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,AaB vs Hvidovre,c5knsjphf9289mlpxi7iupwd0,2025-08-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
J. Ægidius,52vwj2s29n7wngablotd7pboq,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Goalkeeper,Centre,NaN,24,NaN,1,NaN,27,3,NaN,4,30,28,90,17,3,11,10,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,17,NaN,NaN,7,,3,
G. Mortensen,bvw5oc4c040ey5dt5wn0choiy,anga7587r1zv4ey71ge9zxol3,Lyngby,3,NaN,Defender,Left,NaN,26,NaN,3,1,12,NaN,NaN,16,32,15,90,13,6,NaN,21,7,10,NaN,1,NaN,NaN,NaN,3,NaN,NaN,1,1,,NaN,1,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,7,1,3,14,,3,
M. Ivančević,eq15hjcxpdrl5vca2q7s4tr3e,anga7587r1zv4ey71ge9zxol3,Lyngby,1,1,Defender,Left/Centre,NaN,23,NaN,1,NaN,21,1,NaN,5,25,22,51,5,1,1,6,1,1,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,4,NaN,NaN,2,,NaN,
T. Storm,4bstdc3zla1sn85ev3bcmw1lg,anga7587r1zv4ey71ge9zxol3,Lyngby,1,1,Defender,Centre/Right,NaN,53,NaN,3,1,36,NaN,NaN,22,56,38,90,23,3,NaN,23,4,4,NaN,2,NaN,NaN,1,NaN,1,NaN,1,1,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,4,NaN,NaN,3,,3,
O. Buur,8822s8ns7oyvjqade4oaxzg0l,anga7587r1zv4ey71ge9zxol3,Lyngby,2,NaN,Defender,Right,NaN,42,NaN,1,2,27,3,NaN,16,48,30,90,21,5,5,19,7,10,NaN,NaN,NaN,2,2,NaN,2,NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,6,NaN,NaN,9,,3,
S. Colyn,8npu0cbqjrhwv5km1w29kh016,anga7587r1zv4ey71ge9zxol3,Lyngby,6,1,Midfielder,Left,NaN,13,1,4,1,5,1,NaN,8,15,6,72,5,1,3,10,8,9,NaN,1,NaN,1,NaN,1,NaN,NaN,5,2,,1,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,1,6,,1,
C. Winther,d854rlweyk5wq6d2veyviukq2,anga7587r1zv4ey71ge9zxol3,Lyngby,3,1,Midfielder,Left/Centre,NaN,37,NaN,2,1,16,1,NaN,23,45,19,90,16,8,4,28,11,14,1,1,1,2,NaN,NaN,NaN,NaN,1,NaN,,1,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,5,NaN,NaN,10,,3,
P. Langhoff,79b0b6eqck5vn4b3fawxsaok,anga7587r1zv4ey71ge9zxol3,Lyngby,2,NaN,Midfielder,Centre/Right,NaN,38,NaN,2,NaN,18,1,NaN,20,47,20,90,13,10,4,28,10,14,NaN,NaN,NaN,3,1,NaN,1,NaN,3,1,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,6,NaN,NaN,12,,3,
G. Fraulo,6zhj070huc77sl5o5bx6ey5g4,anga7587r1zv4ey71ge9zxol3,Lyngby,3,1,Midfielder,Right,NaN,29,2,6,16,19,1,1,24,37,19,90,10,7,4,35,6,12,NaN,NaN,7,3,1,5,1,1,1,1,,NaN,4,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,9,4,13,14,,3,
B. Blume,1acmsp1ulfijcrryff1qibdud,anga7587r1zv4ey71ge9zxol3,Lyngby,2,2,Striker,Left/Centre,NaN,28,NaN,NaN,1,10,NaN,NaN,18,36,11,89,10,7,1,26,13,17,1,NaN,1,1,NaN,1,NaN,1,3,1,,NaN,NaN,NaN,,1,1,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,3,NaN,1,10,,3,
Í. Þorvaldsson,5k2hgogp2g5ivgdnq99ejp27e,anga7587r1zv4ey71ge9zxol3,Lyngby,10,5,Striker,Centre/Right,NaN,5,NaN,8,2,4,NaN,NaN,2,9,4,72,4,1,NaN,6,1,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,2,2,,NaN,NaN,NaN,,2,1,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,6,,1,
N. Baden,cty7nsrs5yn785m330c2gbwq2,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,anga7587r1zv4ey71ge9zxol3,Lyngby,8,1,Substitute,NaN,Attacker,2,4,1,NaN,NaN,NaN,1,2,2,NaN,19,1,NaN,1,2,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,3,2,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,6,,2,
M. Hebo,b13l1wrb747y9cdc8wqltan6d,anga7587r1zv4ey71ge9zxol3,Lyngby,1,1,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
M. Kaarsbo,4be1c2qp4tcftgdqxz36e32ms,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
F. Gytkjær,deyq3zqd0vwc821ngqldxqor9,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Attacker,4,NaN,1,1,1,NaN,NaN,3,6,1,19,2,1,NaN,5,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,1,NaN,NaN,3,,2,
J. Meyer,839pm7rmjp6q1bt52f7ek9vys,anga7587r1zv4ey71ge9zxol3,Lyngby,1,NaN,Substitute,NaN,Defender,17,NaN,2,NaN,12,NaN,NaN,6,19,13,40,7,1,NaN,7,1,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,1,NaN,NaN,3,,3,
W. Steindorsson,9kxm9u9x44fkygeh5xpag7pqs,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
B. Rolland,2wwpfsducpmryacr17y8k70iy,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
O. Snorre,cyuoj9pesenese4i3pklv7d2h,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,442,Lyngby vs Horsens,c5xqi35ovzc1b8qdrawcdu2ok,2025-08-23,NaN,NaN,NaN,NaN,,NaN,
